"city","country","name","japanese_name","address","japanese_address","capacity","image_url"
"Whickham, Tyne and Wear","England","The Glebe Ground","グリーブ・グラウンド","Rose Avenue","","2000","https://media.api-sports.io/football/venues/11862.png"
"Whitchurch, Shropshire","England","KMJ Mortgages Stadium","KMJモーゲージスタジアム","Black Park Road","","1000","https://media.api-sports.io/football/venues/11863.png"
"Whitley Bay, Tyne and Wear","England","Hillheads Park","ヒルヘッズパーク","","","4500","https://media.api-sports.io/football/venues/11864.png"
"Ipswich, Suffolk","England","King George V Playing Field","キングジョージ5世競技場","Old Norwich Road","","1000","https://media.api-sports.io/football/venues/11865.png"
"Winsford, Cheshire","England","Barton Stadium","バートンスタジアム","Kingsway","","7000","https://media.api-sports.io/football/venues/6258.png"
"Winterton, Lincolnshire","England","MKM Stadium","MKMスタジアム","West Street","","3000","https://media.api-sports.io/football/venues/19856.png"
"Wolverhampton","England","Brinsford Lane","ブリンズフォード レーン","Brinsford Lane, Coven Heath","","1000","https://media.api-sports.io/football/venues/12185.png"
"Woodbridge, Suffolk","England","Notcutts Park","ノットカッツパーク","Fynn Road","","1500","https://media.api-sports.io/football/venues/11866.png"
"Worcester, Worcestershire","England","Claines Lane","クレインズ レーン","Claines Lane","","1000","https://media.api-sports.io/football/venues/11867.png"
"Wroxham, Norfolk","England","Trafford Park","トラフォードパーク","Skinners Lane","","2000","https://media.api-sports.io/football/venues/6259.png"
"Leeds, West Yorkshire","England","The Bracken Edge","ブラッケンエッジ","Bracken Edge","","1550","https://media.api-sports.io/football/venues/11868.png"
"Nuneaton, Warwickshire","England","Liberty Way","リバティウェイ","Liberty Way","","6250","https://media.api-sports.io/football/venues/10665.png"
"Nantwich, Cheshire","England","The Weaver Stadium","ウィーバースタジアム","Water Lode","","3500","https://media.api-sports.io/football/venues/3546.png"
"Swansea","England","Swansea City FC Youth Academy Training Centre","スウォンジー・シティFCユースアカデミートレーニングセンター","Beaufort Road, Plasmarl","","1000","https://media.api-sports.io/football/venues/11119.png"
"Hetton-le-Hole, Tyne and Wear","England","Eppleton Colliery Football Ground","エップルトン炭鉱フットボール場","Park View / Welfare Road","","2000","https://media.api-sports.io/football/venues/7736.png"
"Leyland, Lancashire","England","The County Ground (Lancashire FA HQ)","カウンティ グラウンド (ランカシャー FA 本部)","Thurston Road","","4000","https://media.api-sports.io/football/venues/7732.png"
"Southport, Merseyside","England","Haig Avenue","ヘイグアベニュー","Haig Avenue","","6008","https://media.api-sports.io/football/venues/2694.png"
"Leicester, Leicestershire","England","Holmes Park","ホームズパーク","Dog and Gun Lane, Whetstone","","1030","https://media.api-sports.io/football/venues/7733.png"
"Colney, Norfolk","England","Lotus Training Center","ロータストレーニングセンター","Hethersett Lane","","1000","https://media.api-sports.io/football/venues/11117.png"
"Stoke-on-Trent, Staffordshire","England","Clayton Wood Training Ground","クレイトンウッドトレーニンググラウンド","Rosetree Avenue, Trent Vale","","1000","https://media.api-sports.io/football/venues/7735.png"
"Walsall, West Midlands","England","Palm Training Ground","パームトレーニンググラウンド","430 Birmingham Road, Great Barr","","1000","https://media.api-sports.io/football/venues/7737.png"
"Emley, West Yorkshire","England","The Welfare Ground","福祉の場","Off Upper Lane","","2330","https://media.api-sports.io/football/venues/12140.png"
"Backwell, Somerset","England","The Lancer Scott Stadium","ランサー・スコット・スタジアム","West Town Road","","1000","https://media.api-sports.io/football/venues/12186.png"
"Aylesbury, Buckinghamshire","England","Haywood Way","ヘイウッドウェイ","Haywood Way","","1300","https://media.api-sports.io/football/venues/7738.png"
"Burnham-on-Crouch, Essex","England","Leslie Fields","レスリー・フィールズ","Springfield Road","","2000","https://media.api-sports.io/football/venues/7740.png"
"Chadderton, Greater Manchester","England","The Falcon Fire Stadium","ファルコンファイアスタジアム","Andrew Street","","1500","https://media.api-sports.io/football/venues/20887.png"
"Cogenhoe, Northamptonshire","England","Compton Park","コンプトンパーク","","","5000","https://media.api-sports.io/football/venues/11869.png"
"Crook, County Durham","England","Sir Tom Cowie Millfield Ground","サー・トム・コーウィー ミルフィールド・グラウンド","West Road","","1500","https://media.api-sports.io/football/venues/12187.png"
"Godalming, Surrey","England","Weycourt Meadow","ウェイコート・メドウ","Wey Court, Meadrow","","3000","https://media.api-sports.io/football/venues/7742.png"
"Newcastle upon Tyne","England","Grounsell Park","グラウンセルパーク","","","2000","https://media.api-sports.io/football/venues/18974.png"
"London","England","Oakley Road","オークリーロード","Oakley Road, Borough of Greenwich","","1000","https://media.api-sports.io/football/venues/12188.png"
"Maidenhead, Berkshire","England","Summerleaze Village Ground","サマーリーズ ビレッジ グラウンド","35 North Town Moor","","1000","https://media.api-sports.io/football/venues/12189.png"
"Ipswich, Suffolk","England","SEH Sports Ground","SEHスポーツグラウンド","Humber Doucy Lane, Rushmere","","1000","https://media.api-sports.io/football/venues/18868.png"
"Littlehampton, West Sussex","England","The Sportsfield","スポーツフィールド","St Floras Road","","1500","https://media.api-sports.io/football/venues/12190.png"
"Long Buckby, Northamptonshire","England","Station Road","ステーションロード","Station Road","","2000","https://media.api-sports.io/football/venues/12191.png"
"Milton Heights, Oxfordshire","England","Potash Lane Ground","ポタッシュレーングラウンド","Potash Lane","","1000","https://media.api-sports.io/football/venues/20888.png"
"New Mills, Derbyshire","England","Church Lane","チャーチレーン","Church Lane","","1400","https://media.api-sports.io/football/venues/7743.png"
"Ossett, West Yorkshire","England","WareHouse Systems Stadium","ウェアハウス システムズ スタジアム","Dimple Wells","","3000","https://media.api-sports.io/football/venues/7744.png"
"Ossett, West Yorkshire","England","The Stade France Ingfield","スタッド・フランス・イングフィールド","Prospect Road","","2000","https://media.api-sports.io/football/venues/5529.png"
"Petersfield, Hampshire","England","The Southdowns Builders Stadium","サウスダウンズ ビルダーズ スタジアム","Love Lane","","3000","https://media.api-sports.io/football/venues/20135.png"
"Rainworth, Nottinghamshire","England","Welfare Ground","ウェルフェアグラウンド","Kirklington Road","","2000","https://media.api-sports.io/football/venues/7746.png"
"Princes Risborough, Buckinghamshire","England","Windsor Playing Fields","ウィンザー プレイング フィールド","Horsenden Lane","","1500","https://media.api-sports.io/football/venues/12192.png"
"Sherborne, Dorset","England","The GMS Windows Arena","GMS ウィンドウズ アリーナ","","","1150","https://media.api-sports.io/football/venues/20889.png"
"Thurrock, Essex","England","Thurrock Hotel","サーロック ホテル","Ship Lane, Grays","","3500","https://media.api-sports.io/football/venues/7748.png"
"Midsomer Norton","England","West Clewes","ウェストクルース","North Rd","","2400","https://media.api-sports.io/football/venues/18976.png"
"Newcastle upon Tyne, Tyne and Wear","England","East Palmersville Sports Pavilion","イーストパーマーズビルスポーツパビリオン","Palmersville","","1000","https://media.api-sports.io/football/venues/19857.png"
"Alton, Hampshire","England","The Exclusive Networks Stadium","エクスクルーシブネットワークスタジアム","Anstey Park","","1500","https://media.api-sports.io/football/venues/20890.png"
"Bewdley, Worcestershire","England","Ribbesford Meadows","リベスフォードメドウズ","B4194","","200","https://media.api-sports.io/football/venues/12194.png"
"Birkenhead, Merseyside","England","Kirklands Stadium","カークランドスタジアム","St. Peters Road, Rock Ferry","","1500","https://media.api-sports.io/football/venues/7750.png"
"Corsham, Wiltshire","England","Southbank","サウスバンク","Lacock Road","","1200","https://media.api-sports.io/football/venues/12195.png"
"Dudley, West Midlands","England","The Dell Stadium","デルスタジアム","Bryce Road, Brierley Hill","","2000","https://media.api-sports.io/football/venues/20891.png"
"Ilfracombe, Devonshire","England","Marlborough Park","マールボロパーク","Marlborough Way","","1000","https://media.api-sports.io/football/venues/12196.png"
"Stoke-on-Trent","England","Norton Cricket Club & Miners Welfare Institute","ノートン クリケット クラブ & マイナーズ ウェルフェア インスティテュート","Community Drive, Smallthorne","","2000","https://media.api-sports.io/football/venues/7752.png"
"Studley, Warwickshire","England","The Beehive","ビーハイブ","Abbeyfields Drive","","1500","https://media.api-sports.io/football/venues/18977.png"
"Torpoint, Cornwall","England","The Mill","ミル","Mill Lane","","1500","https://media.api-sports.io/football/venues/18978.png"
"Wellington, Somerset","England","The Playing Field Wellington","プレイングフィールド ウェリントン","12 Courtland Road","","1500","https://media.api-sports.io/football/venues/20354.png"
"Calne, Wiltshire","England","Bremhill View","ブレムヒルビュー","Bremhill View","","2500","https://media.api-sports.io/football/venues/12197.png"
"Stockport, Greater Mancheste","England","Park Road Stadium","パークロードスタジアム","Park Road, Cheadle","","2000","https://media.api-sports.io/football/venues/20136.png"
"Eastwood, Nottinghamshire","England","Coronation Park","コロネーションパーク","Chewton Street","","2500","https://media.api-sports.io/football/venues/7754.png"
"Hinckley, Leicestershire","England","The Greene King Stadium (De Montfort Park)","グリーン キング スタジアム (デ モンフォート パーク)","Leicester Road","","4329","https://media.api-sports.io/football/venues/7755.png"
